rank	gene	description	N	n	npat	nsite	nsil	n1	n2	n3	n4	n5	n6	p_classic	p_ns_s	p_clust	p_cons	p_joint	p	q
8346	MLF1	myeloid leukemia factor 1	439777	3	3	3	1	0	1	0	0	2	0	0.527	0.862	0.686	0.394	0.722	0.748	1.000
8347	NLRP12	NLR family, pyrin domain containing 12	1740432	39	37	38	14	7	19	9	1	3	0	1.000	0.417	0.455	0.156	0.380	0.748	1.000
8348	C10orf12	chromosome 10 open reading frame 12	2041843	15	15	15	2	2	5	4	2	2	0	0.785	0.240	0.630	0.183	0.485	0.748	1.000
8349	VARS	valyl-tRNA synthetase	2007253	10	10	10	1	2	2	2	0	4	0	0.975	0.143	0.404	0.177	0.390	0.748	1.000
8350	ATP1A4	ATPase, Na+/K+ transporting, alpha 4 polypeptide	1728463	19	18	19	4	3	10	3	3	0	0	0.733	0.222	0.400	0.957	0.519	0.748	1.000
8351	CATSPERB	cation channel, sperm-associated, beta	1857656	6	6	6	2	0	3	1	1	0	1	0.998	0.826	0.512	0.195	0.382	0.748	1.000
8352	RNASE9	ribonuclease, RNase A family, 9 (non-active)	344916	3	3	3	3	1	0	1	0	1	0	0.845	0.984	0.692	0.225	0.451	0.748	1.000
8353	HEG1	HEG homolog 1 (zebrafish)	1832057	12	11	12	4	0	4	4	0	4	0	0.996	0.763	0.214	0.854	0.383	0.749	1.000
8354	CSTA	cystatin A (stefin A)	168378	2	2	2	1	0	1	1	0	0	0	0.381	0.929	0.521	0.930	1.000	0.749	1.000
8355	CSMD1	CUB and Sushi multiple domains 1	4445193	159	123	156	47	16	77	30	8	26	2	1.000	0.286	0.222	0.589	0.381	0.749	1.000
8356	PTRF	polymerase I and transcript release factor	540124	2	2	2	1	2	0	0	0	0	0	0.961	0.704	0.525	0.189	0.397	0.749	1.000
8357	CCDC127	coiled-coil domain containing 127	428027	6	5	6	2	2	2	0	1	1	0	0.538	0.611	0.771	0.335	0.709	0.749	1.000
8358	EPAS1	endothelial PAS domain protein 1	1365045	18	16	18	4	4	7	4	0	3	0	0.714	0.282	0.500	0.302	0.534	0.749	1.000
8359	FBXL13	F-box and leucine-rich repeat protein 13	1215341	4	4	4	3	0	1	1	1	1	0	0.999	0.949	0.561	0.157	0.382	0.749	1.000
8360	PTS	6-pyruvoyltetrahydropterin synthase	207333	1	1	1	0	0	0	0	0	1	0	0.749	0.797	NaN	NaN	NaN	0.749	1.000
8361	SPNS3	spinster homolog 3 (Drosophila)	800747	9	9	9	2	3	4	0	0	2	0	0.593	0.227	0.445	0.841	0.644	0.750	1.000
8362	CABP1	calcium binding protein 1	375744	3	3	3	2	1	2	0	0	0	0	0.934	0.878	0.367	0.162	0.409	0.750	1.000
8363	SIGMAR1	sigma non-opioid intracellular receptor 1	223413	1	1	1	0	0	1	0	0	0	0	0.750	0.658	NaN	NaN	NaN	0.750	1.000
8364	NAT10	N-acetyltransferase 10	1720231	9	9	9	9	1	3	2	0	3	0	1.000	0.996	0.271	0.709	0.382	0.750	1.000
8365	SFRP2	secreted frizzled-related protein 2	471842	6	5	6	1	1	1	0	1	3	0	0.442	0.554	0.682	0.736	0.865	0.750	1.000
8366	TMEM208	transmembrane protein 208	270258	1	1	1	0	0	1	0	0	0	0	0.750	0.692	NaN	NaN	NaN	0.750	1.000
8367	C6orf195	chromosome 6 open reading frame 195	211442	1	1	1	0	0	1	0	0	0	0	0.750	0.737	NaN	NaN	NaN	0.750	1.000
8368	AGTPBP1	ATP/GTP binding protein 1	1926191	5	5	5	2	0	1	1	1	2	0	1.000	0.834	0.561	0.123	0.383	0.750	1.000
8369	MYO15A	myosin XVA	4568514	21	20	21	10	4	7	3	0	7	0	1.000	0.851	0.233	0.951	0.383	0.750	1.000
8370	EDDM3A	epididymal protein 3A	244098	1	1	1	0	0	0	0	0	1	0	0.750	0.890	NaN	NaN	NaN	0.750	1.000
8371	GLTPD2	glycolipid transfer protein domain containing 2	195089	1	1	1	1	1	0	0	0	0	0	0.750	0.877	NaN	NaN	NaN	0.750	1.000
8372	KDM2A	lysine (K)-specific demethylase 2A	1878785	5	5	5	5	0	2	1	2	0	0	1.000	0.987	0.298	0.313	0.383	0.750	1.000
8373	UBE2L6	ubiquitin-conjugating enzyme E2L 6	252588	1	1	1	1	1	0	0	0	0	0	0.750	0.882	NaN	NaN	NaN	0.750	1.000
8374	TMEM175	transmembrane protein 175	770793	8	7	8	0	2	1	1	0	4	0	0.514	0.0663	0.580	0.945	0.745	0.750	1.000
8375	AP3S2	adaptor-related protein complex 3, sigma 2 subunit	289489	1	1	1	1	0	1	0	0	0	0	0.750	0.957	NaN	NaN	NaN	0.750	1.000
8376	MKS1	Meckel syndrome, type 1	898214	8	8	8	1	1	4	2	0	1	0	0.535	0.268	0.953	0.370	0.715	0.750	1.000
8377	CGN	cingulin	1925700	12	11	12	1	3	6	1	0	2	0	0.947	0.0861	0.270	0.988	0.404	0.751	1.000
8378	TMEM81	transmembrane protein 81	420733	5	5	5	2	0	2	2	1	0	0	0.472	0.747	0.540	0.487	0.812	0.751	1.000
8379	PPM1J	protein phosphatase 1J (PP2C domain containing)	627582	2	2	2	1	0	1	1	0	0	0	0.934	0.875	0.266	0.427	0.410	0.751	1.000
8380	FAM115C	family with sequence similarity 115, member C	495977	3	3	3	0	0	2	1	0	0	0	0.827	0.410	0.445	0.190	0.463	0.751	1.000
8381	YLPM1	YLP motif containing 1	3168176	24	23	24	6	2	9	4	2	7	0	1.000	0.685	0.159	0.478	0.383	0.751	1.000
8382	MR1	major histocompatibility complex, class I-related	571333	3	3	3	0	2	0	0	1	0	0	0.732	0.359	0.699	0.288	0.523	0.751	1.000
8383	LHFPL5	lipoma HMGIC fusion partner-like 5	365696	5	4	5	5	0	4	1	0	0	0	1.000	0.910	0.179	0.534	0.383	0.751	1.000
8384	DUSP10	dual specificity phosphatase 10	795997	11	10	11	2	3	4	4	0	0	0	0.383	0.240	0.831	0.872	1.000	0.751	1.000
8385	PELI2	pellino homolog 2 (Drosophila)	655560	10	10	10	3	1	4	2	2	1	0	0.462	0.557	0.775	0.373	0.830	0.751	1.000
8386	TRIM69	tripartite motif-containing 69	776409	6	6	6	1	0	2	2	1	1	0	0.514	0.528	1.000	0.299	0.746	0.751	1.000
8387	APC2	adenomatosis polyposis coli 2	1054684	8	8	8	3	3	4	0	0	1	0	0.983	0.403	0.338	0.221	0.390	0.751	1.000
8388	TMEM86A	transmembrane protein 86A	388664	2	2	2	3	0	1	1	0	0	0	1.000	0.977	0.262	0.193	0.384	0.751	1.000
8389	UEVLD	UEV and lactate/malate dehyrogenase domains	789649	4	4	4	1	0	1	0	1	2	0	0.771	0.717	0.794	0.209	0.498	0.751	1.000
8390	DBR1	debranching enzyme homolog 1 (S. cerevisiae)	886878	3	3	3	2	0	2	0	0	1	0	0.998	0.974	0.209	0.419	0.384	0.751	1.000
8391	BRIP1	BRCA1 interacting protein C-terminal helicase 1	2070759	17	16	17	6	0	4	7	4	2	0	1.000	0.851	0.267	0.907	0.384	0.751	1.000
8392	GCNT2	glucosaminyl (N-acetyl) transferase 2, I-branching enzyme (I blood group)	1674051	5	5	5	3	0	3	0	2	0	0	1.000	0.872	0.186	0.825	0.384	0.751	1.000
8393	ZBTB10	zinc finger and BTB domain containing 10	840782	6	6	6	1	1	3	2	0	0	0	0.598	0.592	0.454	0.775	0.642	0.751	1.000
8394	APRT	adenine phosphoribosyltransferase	188259	1	1	1	0	0	0	1	0	0	0	0.751	0.795	NaN	NaN	NaN	0.751	1.000
8395	NUP62CL	nucleoporin 62kDa C-terminal like	313822	1	1	1	0	0	1	0	0	0	0	0.751	0.762	NaN	NaN	NaN	0.751	1.000
8396	TNPO2	transportin 2 (importin 3, karyopherin beta 2b)	1204186	5	5	5	1	0	1	3	0	1	0	0.971	0.612	0.384	0.223	0.396	0.751	1.000
8397	ZNF23	zinc finger protein 23 (KOX 16)	1029385	9	8	9	1	1	2	2	1	3	0	0.423	0.417	0.824	0.896	0.908	0.751	1.000
8398	IGF1R	insulin-like growth factor 1 receptor	2204095	8	8	8	5	0	6	0	0	2	0	1.000	0.809	0.253	0.841	0.384	0.751	1.000
8399	CHD6	chromodomain helicase DNA binding protein 6	4474281	37	36	35	10	2	14	8	5	8	0	1.000	0.444	0.456	0.218	0.384	0.751	1.000
8400	STAG3	stromal antigen 3	2062710	18	17	18	6	3	10	0	3	2	0	1.000	0.590	0.443	0.239	0.384	0.752	1.000
8401	DBN1	drebrin 1	951946	7	6	7	1	2	3	0	0	2	0	0.800	0.266	0.522	0.269	0.480	0.752	1.000
8402	CLPTM1L	CLPTM1-like	743887	5	5	5	4	1	2	1	0	1	0	0.996	0.922	0.185	0.783	0.386	0.752	1.000
8403	FBXL4	F-box and leucine-rich repeat protein 4	1031472	9	8	9	2	0	3	3	2	1	0	0.804	0.564	0.372	0.293	0.478	0.752	1.000
8404	SPG11	spastic paraplegia 11 (autosomal recessive)	3913566	15	13	15	11	0	3	4	3	5	0	1.000	0.997	0.227	0.320	0.384	0.752	1.000
8405	MAP3K4	mitogen-activated protein kinase kinase kinase 4	2595296	21	21	21	2	5	8	3	3	2	0	0.526	0.0689	0.427	0.680	0.731	0.752	1.000
8406	TRA2B	transformer 2 beta homolog (Drosophila)	491982	2	2	2	0	1	0	1	0	0	0	0.826	0.693	0.186	0.988	0.465	0.752	1.000
8407	GCKR	glucokinase (hexokinase 4) regulator	1064551	8	6	8	4	0	5	2	0	1	0	0.999	0.779	0.228	0.638	0.385	0.752	1.000
8408	EBP	emopamil binding protein (sterol isomerase)	310347	3	3	3	1	0	1	0	0	2	0	0.385	0.758	0.983	0.749	1.000	0.752	1.000
8409	PIK3IP1	phosphoinositide-3-kinase interacting protein 1	206149	1	1	1	0	0	0	0	0	1	0	0.752	0.708	NaN	NaN	NaN	0.752	1.000
8410	PKN1	protein kinase N1	1184937	5	5	5	2	0	1	2	0	2	0	0.997	0.823	0.185	0.601	0.386	0.752	1.000
8411	CENPV	centromere protein V	275268	1	1	1	0	0	0	0	0	1	0	0.752	1.000	NaN	NaN	NaN	0.752	1.000
8412	ANKRD13B	ankyrin repeat domain 13B	732335	4	4	4	1	0	0	1	0	3	0	0.834	0.579	0.515	0.0413	0.461	0.752	1.000
8413	GALR3	galanin receptor 3	247970	1	1	1	0	1	0	0	0	0	0	0.752	0.626	NaN	NaN	NaN	0.752	1.000
8414	IL2RG	interleukin 2 receptor, gamma (severe combined immunodeficiency)	556941	5	5	5	2	1	4	0	0	0	0	0.856	0.693	0.284	0.861	0.450	0.752	1.000
8415	TTC26	tetratricopeptide repeat domain 26	944108	4	3	4	1	0	3	1	0	0	0	0.976	0.731	0.233	0.462	0.395	0.753	1.000
8416	SHANK1	SH3 and multiple ankyrin repeat domains 1	1631339	34	31	34	13	9	15	2	2	6	0	1.000	0.466	0.252	0.612	0.385	0.753	1.000
8417	KCNMB4	potassium large conductance calcium-activated channel, subfamily M, beta member 4	344090	2	2	2	0	0	0	1	1	0	0	0.654	0.743	0.313	0.355	0.589	0.753	1.000
8418	EXTL3	exostoses (multiple)-like 3	1509243	13	12	13	2	5	1	3	2	2	0	0.796	0.195	0.665	0.134	0.484	0.753	1.000
8419	UQCRC1	ubiquinol-cytochrome c reductase core protein I	763308	2	2	2	4	1	1	0	0	0	0	1.000	0.992	0.253	0.993	0.385	0.753	1.000
8420	MTTP	microsomal triglyceride transfer protein	1494750	14	14	13	4	3	3	1	5	2	0	0.955	0.590	0.237	0.412	0.403	0.753	1.000
8421	CSH2	chorionic somatomammotropin hormone 2	311529	5	5	5	2	1	1	1	1	1	0	0.492	0.668	0.943	0.343	0.783	0.753	1.000
8422	PAEP	progestagen-associated endometrial protein (placental protein 14, pregnancy-associated endometrial alpha-2-globulin, alpha uterine protein)	191713	2	2	2	0	0	2	0	0	0	0	0.385	0.450	0.663	0.773	1.000	0.753	1.000
8423	CDCP1	CUB domain containing protein 1	1348329	4	4	4	4	1	3	0	0	0	0	1.000	0.954	0.338	0.270	0.385	0.753	1.000
8424	TBL2	transducin (beta)-like 2	654972	2	2	2	5	0	0	0	1	1	0	0.993	0.998	0.287	0.611	0.388	0.753	1.000
8425	HIST1H2BA	histone cluster 1, H2ba	211424	1	1	1	0	0	1	0	0	0	0	0.753	0.685	NaN	NaN	NaN	0.753	1.000
8426	SCML2	sex comb on midleg-like 2 (Drosophila)	1167384	16	16	15	4	0	6	6	2	2	0	0.582	0.600	0.525	0.815	0.663	0.753	1.000
8427	EIF2S2	eukaryotic translation initiation factor 2, subunit 2 beta, 38kDa	456472	3	3	3	1	1	0	0	1	1	0	0.450	0.844	0.432	0.804	0.857	0.753	1.000
8428	FAM19A3	family with sequence similarity 19 (chemokine (C-C motif)-like), member A3	267197	3	3	3	0	1	1	0	0	1	0	0.453	0.456	0.973	0.484	0.853	0.753	1.000
8429	MAP3K13	mitogen-activated protein kinase kinase kinase 13	1608336	12	12	12	2	1	3	1	2	5	0	0.767	0.330	0.611	0.193	0.503	0.753	1.000
8430	PCDHB3	protocadherin beta 3	1303905	36	34	35	12	3	15	12	4	2	0	0.969	0.450	0.273	0.848	0.399	0.754	1.000
8431	ELP3	elongation protein 3 homolog (S. cerevisiae)	922273	2	2	2	0	1	0	1	0	0	0	0.987	0.594	0.273	0.611	0.391	0.754	1.000
8432	IGFBP4	insulin-like growth factor binding protein 4	239237	1	1	1	1	1	0	0	0	0	0	0.754	0.970	NaN	NaN	NaN	0.754	1.000
8433	LIMD2	LIM domain containing 2	202612	1	1	1	0	0	0	0	0	1	0	0.754	0.644	NaN	NaN	NaN	0.754	1.000
8434	ZNF14	zinc finger protein 14	1059401	6	6	6	1	0	3	2	0	1	0	0.751	0.720	0.569	0.406	0.514	0.754	1.000
8435	UBE2N	ubiquitin-conjugating enzyme E2N (UBC13 homolog, yeast)	257326	1	1	1	0	1	0	0	0	0	0	0.754	0.773	NaN	NaN	NaN	0.754	1.000
8436	METTL13	methyltransferase like 13	1156215	9	9	9	3	2	3	1	1	2	0	0.974	0.546	0.271	0.575	0.397	0.754	1.000
8437	FMN1	formin 1	1725967	8	8	8	2	0	2	2	0	4	0	0.995	0.827	0.197	0.600	0.389	0.754	1.000
8438	EMCN	endomucin	440591	4	4	4	0	0	1	1	0	2	0	0.387	0.374	0.495	0.589	1.000	0.754	1.000
8439	EPHB4	EPH receptor B4	1325132	10	10	10	8	3	3	2	1	1	0	1.000	0.971	0.394	0.275	0.387	0.754	1.000
8440	ABCA5	ATP-binding cassette, sub-family A (ABC1), member 5	2656326	23	23	23	3	2	9	6	3	3	0	0.680	0.215	0.323	0.848	0.569	0.754	1.000
8441	EIF4EBP2	eukaryotic translation initiation factor 4E binding protein 2	166240	1	1	1	0	0	0	1	0	0	0	0.754	0.847	NaN	NaN	NaN	0.754	1.000
8442	FNDC3B	fibronectin type III domain containing 3B	2023089	13	12	13	5	2	4	4	1	2	0	1.000	0.804	0.279	0.240	0.387	0.754	1.000
8443	SAE1	SUMO1 activating enzyme subunit 1	570763	3	3	3	0	0	1	1	1	0	0	0.779	0.536	0.330	0.712	0.497	0.754	1.000
8444	LIG4	ligase IV, DNA, ATP-dependent	1481703	9	9	9	6	0	4	2	2	1	0	1.000	0.984	0.891	0.135	0.387	0.754	1.000
8445	PCSK7	proprotein convertase subtilisin/kexin type 7	1131478	10	8	10	3	0	5	3	1	1	0	0.952	0.660	0.311	0.493	0.407	0.754	1.000
8446	TBX20	T-box 20	691247	16	15	16	5	3	6	4	2	1	0	0.399	0.422	0.824	0.795	0.969	0.754	1.000
8447	ZNF592	zinc finger protein 592	2060202	18	17	17	5	2	6	4	0	5	1	0.997	0.499	0.648	0.153	0.388	0.754	1.000
8448	TOX4	TOX high mobility group box family member 4	1036583	3	3	3	1	0	1	1	0	1	0	0.983	0.800	0.329	0.284	0.394	0.755	1.000
8449	OR2L13	olfactory receptor, family 2, subfamily L, member 13	513891	31	30	28	21	1	15	6	5	4	0	1.000	0.995	0.228	0.615	0.387	0.755	1.000
8450	ANAPC11	APC11 anaphase promoting complex subunit 11 homolog (yeast)	294284	1	1	1	0	1	0	0	0	0	0	0.755	0.702	NaN	NaN	NaN	0.755	1.000
8451	C10orf88	chromosome 10 open reading frame 88	651246	5	4	5	0	0	3	1	1	0	0	0.714	0.295	0.272	0.939	0.542	0.755	1.000
8452	FBXW4	F-box and WD repeat domain containing 4	553626	2	2	2	1	0	1	0	1	0	0	0.943	0.843	0.276	0.368	0.411	0.755	1.000
8453	PFN4	profilin family, member 4	221060	2	2	2	1	0	0	1	1	0	0	0.420	0.875	0.286	0.896	0.923	0.755	1.000
8454	MSLN	mesothelin	837386	7	8	8	2	1	2	4	0	0	0	0.858	0.515	0.307	0.423	0.452	0.755	1.000
8455	FAM3B	family with sequence similarity 3, member B	389671	2	2	2	3	0	1	0	1	0	0	1.000	0.990	0.0338	0.368	0.388	0.755	1.000
8456	TTLL11	tubulin tyrosine ligase-like family, member 11	535065	8	8	8	2	1	3	2	2	0	0	0.388	0.538	0.755	0.785	1.000	0.755	1.000
8457	C10orf62	chromosome 10 open reading frame 62	368384	2	2	2	0	0	1	1	0	0	0	0.805	0.605	0.223	0.684	0.482	0.755	1.000
8458	PAX7	paired box 7	784740	10	10	10	4	2	0	4	0	4	0	0.937	0.798	0.323	0.638	0.414	0.755	1.000
8459	HOXD12	homeobox D12	349671	7	6	7	6	0	4	1	0	2	0	0.741	0.966	0.372	0.693	0.524	0.755	1.000
8460	C6orf47	chromosome 6 open reading frame 47	454060	2	2	2	0	1	0	0	1	0	0	0.754	0.495	0.915	0.262	0.514	0.755	1.000
8461	B3GNT7	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 7	584728	5	5	5	1	1	2	1	0	1	0	0.775	0.399	0.308	0.955	0.500	0.755	1.000
8462	LAMP1	lysosomal-associated membrane protein 1	666275	6	6	6	1	0	1	0	4	1	0	0.433	0.452	0.607	0.761	0.897	0.755	1.000
8463	TCF7	transcription factor 7 (T-cell specific, HMG-box)	545704	3	3	3	0	0	1	1	0	1	0	0.780	0.601	0.278	0.989	0.498	0.755	1.000
8464	TLR3	toll-like receptor 3	1479505	4	4	4	4	1	1	0	2	0	0	1.000	0.980	0.412	0.354	0.388	0.756	1.000
8465	ZNF768	zinc finger protein 768	859886	8	8	8	1	1	3	2	1	1	0	0.503	0.286	0.801	0.378	0.773	0.756	1.000
8466	UBFD1	ubiquitin family domain containing 1	423560	4	4	4	0	0	3	1	0	0	0	0.389	0.329	0.883	0.934	1.000	0.756	1.000
8467	EFHD1	EF-hand domain family, member D1	281559	1	1	1	0	1	0	0	0	0	0	0.756	0.690	NaN	NaN	NaN	0.756	1.000
8468	VAV2	vav 2 guanine nucleotide exchange factor	1346228	8	8	8	1	1	2	2	1	2	0	0.915	0.405	0.394	0.243	0.425	0.756	1.000
8469	ABCC3	ATP-binding cassette, sub-family C (CFTR/MRP), member 3	2504600	13	13	13	5	2	6	2	0	3	0	1.000	0.642	0.288	0.498	0.389	0.756	1.000
8470	MAGEA3	melanoma antigen family A, 3	434172	9	9	9	4	1	4	1	0	3	0	0.389	0.805	0.796	0.812	1.000	0.756	1.000
8471	RNF20	ring finger protein 20	1630014	15	15	15	4	2	5	5	0	3	0	0.996	0.683	0.382	0.261	0.391	0.756	1.000
8472	NAIF1	nuclear apoptosis inducing factor 1	537584	6	6	6	2	1	2	3	0	0	0	0.694	0.596	0.587	0.174	0.561	0.757	1.000
8473	CRTC2	CREB regulated transcription coactivator 2	1148773	5	5	5	1	1	1	1	0	2	0	0.961	0.580	0.250	0.917	0.405	0.757	1.000
8474	PSMC3IP	PSMC3 interacting protein	371854	2	2	2	0	0	0	2	0	0	0	0.721	0.774	0.524	0.549	0.540	0.757	1.000
8475	EREG	epiregulin	287909	4	4	4	2	0	2	0	2	0	0	0.389	0.851	0.908	0.461	1.000	0.757	1.000
8476	ORAOV1	oral cancer overexpressed 1	223515	2	2	2	0	0	0	0	1	1	0	0.389	0.609	0.968	0.325	1.000	0.757	1.000
8477	MLF2	myeloid leukemia factor 2	380467	4	4	4	0	0	1	1	1	1	0	0.389	0.461	0.496	0.504	1.000	0.757	1.000
8478	SNAPC3	small nuclear RNA activating complex, polypeptide 3, 50kDa	561723	4	4	4	1	0	4	0	0	0	0	0.688	0.719	0.325	0.858	0.567	0.757	1.000
8479	VENTX	VENT homeobox homolog (Xenopus laevis)	320370	8	7	8	3	1	6	1	0	0	0	0.538	0.539	0.531	0.696	0.725	0.757	1.000
8480	IFIT5	interferon-induced protein with tetratricopeptide repeats 5	793247	3	3	3	0	0	0	1	0	2	0	0.942	0.748	0.247	0.498	0.413	0.757	1.000
8481	CYP3A43	cytochrome P450, family 3, subfamily A, polypeptide 43	846736	3	3	3	3	0	1	0	1	1	0	0.992	0.974	0.195	0.564	0.393	0.757	1.000
8482	WBSCR27	Williams Beuren syndrome chromosome region 27	353832	3	3	3	2	1	0	1	0	1	0	0.882	0.842	0.290	0.626	0.442	0.757	1.000
8483	DNM3	dynamin 3	1242820	9	9	9	2	2	3	2	0	2	0	0.891	0.592	0.341	0.623	0.437	0.757	1.000
8484	CHRNA7	cholinergic receptor, nicotinic, alpha 7	494881	3	3	3	1	3	0	0	0	0	0	0.663	0.550	0.373	0.745	0.588	0.757	1.000
8485	TACR2	tachykinin receptor 2	617863	2	2	2	1	0	1	0	1	0	0	0.958	0.818	0.235	0.182	0.407	0.757	1.000
8486	OR2F2	olfactory receptor, family 2, subfamily F, member 2	521562	18	16	18	6	1	9	2	1	5	0	0.390	0.524	0.783	0.711	1.000	0.757	1.000
8487	RAB11FIP1	RAB11 family interacting protein 1 (class I)	1999882	16	16	16	3	2	3	3	2	6	0	0.840	0.370	0.811	0.112	0.464	0.757	1.000
8488	TMBIM4	transmembrane BAX inhibitor motif containing 4	346578	1	1	1	0	0	1	0	0	0	0	0.757	0.718	NaN	NaN	NaN	0.757	1.000
8489	ZSWIM1	zinc finger, SWIM-type containing 1	796642	5	5	5	0	1	2	0	1	1	0	0.786	0.261	0.368	0.868	0.496	0.757	1.000
8490	ANO9	anoctamin 9	945453	4	4	4	1	2	1	1	0	0	0	0.976	0.506	0.260	0.874	0.400	0.757	1.000
8491	PREB	prolactin regulatory element binding	627563	8	8	8	2	1	3	2	2	0	0	0.500	0.521	0.723	0.479	0.781	0.758	1.000
8492	GBF1	golgi-specific brefeldin A resistance factor 1	3121706	17	17	17	1	2	8	3	3	1	0	0.946	0.0349	0.687	0.125	0.413	0.758	1.000
8493	TXLNA	taxilin alpha	737469	3	3	3	0	0	1	0	0	2	0	0.957	0.502	0.311	0.608	0.408	0.758	1.000
8494	TPST2	tyrosylprotein sulfotransferase 2	567255	3	3	3	1	0	0	2	0	1	0	0.841	0.736	0.302	0.505	0.464	0.758	1.000
8495	CPA6	carboxypeptidase A6	738862	8	8	8	2	0	6	1	1	0	0	0.650	0.620	0.753	0.217	0.601	0.758	1.000
8496	FARSB	phenylalanyl-tRNA synthetase, beta subunit	975994	5	5	5	1	0	0	1	0	4	0	0.828	0.634	0.355	0.207	0.472	0.758	1.000
8497	FAM136A	family with sequence similarity 136, member A	210132	2	2	2	0	0	0	2	0	0	0	0.391	0.766	0.457	0.213	1.000	0.758	1.000
8498	NTF4	neurotrophin 4	209605	2	2	2	1	0	1	1	0	0	0	0.391	0.833	0.0552	0.758	1.000	0.758	1.000
8499	TEKT1	tektin 1	699364	11	8	11	2	1	4	5	0	1	0	0.554	0.343	0.578	0.698	0.705	0.758	1.000
8500	MFSD2B	major facilitator superfamily domain containing 2B	652774	4	4	4	2	0	2	2	0	0	0	0.933	0.743	0.159	0.853	0.419	0.758	1.000
8501	ALCAM	activated leukocyte cell adhesion molecule	984658	6	6	6	0	0	2	2	0	1	1	0.662	0.342	0.423	0.387	0.591	0.758	1.000
8502	DHDH	dihydrodiol dehydrogenase (dimeric)	469229	3	3	3	1	2	1	0	0	0	0	0.778	0.569	0.785	0.131	0.503	0.758	1.000
8503	HIST1H2BL	histone cluster 1, H2bl	209819	3	3	3	2	1	0	1	0	1	0	0.720	0.845	0.346	0.452	0.543	0.758	1.000
8504	EMR2	egf-like module containing, mucin-like, hormone receptor-like 2	1316001	13	12	13	5	0	6	3	2	2	0	0.999	0.606	0.210	0.757	0.391	0.758	1.000
8505	ITFG3	integrin alpha FG-GAP repeat containing 3	873957	2	2	2	1	1	1	0	0	0	0	0.995	0.812	0.345	0.370	0.394	0.759	1.000
8506	FBLN2	fibulin 2	930482	9	9	9	3	2	1	4	1	1	0	0.891	0.630	0.904	0.151	0.439	0.759	1.000
8507	STAU1	staufen, RNA binding protein, homolog 1 (Drosophila)	979886	3	3	3	2	0	1	1	0	1	0	0.998	0.935	0.289	0.678	0.392	0.759	1.000
8508	RIBC1	RIB43A domain with coiled-coils 1	546224	5	5	5	0	1	0	1	0	3	0	0.406	0.331	0.907	0.427	0.964	0.759	1.000
8509	MAS1	MAS1 oncogene	535172	5	5	5	0	0	3	1	0	1	0	0.472	0.141	0.822	0.403	0.830	0.759	1.000
8510	KCNQ1	potassium voltage-gated channel, KQT-like subfamily, member 1	772903	3	3	3	2	0	0	2	0	1	0	0.996	0.944	0.980	0.128	0.393	0.759	1.000
8511	CA6	carbonic anhydrase VI	516547	4	4	4	2	0	3	0	1	0	0	0.857	0.805	0.275	0.444	0.457	0.759	1.000
8512	FNDC5	fibronectin type III domain containing 5	263458	1	1	1	2	0	0	0	0	1	0	0.759	0.964	NaN	NaN	NaN	0.759	1.000
8513	DFFA	DNA fragmentation factor, 45kDa, alpha polypeptide	566710	3	2	3	0	0	0	1	1	1	0	0.872	0.654	0.198	0.691	0.449	0.759	1.000
8514	TACC3	transforming, acidic coiled-coil containing protein 3	1183829	8	7	8	3	1	4	0	0	3	0	0.972	0.673	0.521	0.258	0.403	0.759	1.000
8515	FAM50A	family with sequence similarity 50, member A	492466	4	4	4	1	0	1	2	0	1	0	0.511	0.747	0.644	0.680	0.767	0.759	1.000
8516	CLSTN3	calsyntenin 3	1446293	7	7	7	3	3	0	0	2	2	0	1.000	0.885	0.586	0.172	0.392	0.759	1.000
8517	ADH4	alcohol dehydrogenase 4 (class II), pi polypeptide	636489	4	4	4	3	1	2	0	0	1	0	0.973	0.931	0.278	0.463	0.403	0.759	1.000
8518	FMNL2	formin-like 2	1532113	4	4	4	2	0	1	1	1	1	0	1.000	0.939	0.299	0.370	0.392	0.759	1.000
8519	RABGAP1L	RAB GTPase activating protein 1-like	1438310	16	13	16	3	0	8	3	1	4	0	0.793	0.467	0.402	0.316	0.495	0.759	1.000
8520	HSPB9	heat shock protein, alpha-crystallin-related, B9	263751	1	1	1	0	1	0	0	0	0	0	0.760	0.634	NaN	NaN	NaN	0.760	1.000
8521	MID1	midline 1 (Opitz/BBB syndrome)	1108453	9	7	9	7	3	3	1	1	1	0	1.000	0.961	0.298	0.323	0.393	0.760	1.000
8522	TTC21A	tetratricopeptide repeat domain 21A	2202862	13	12	13	2	2	6	3	1	1	0	0.977	0.173	0.261	0.911	0.402	0.760	1.000
8523	FAM162B	family with sequence similarity 162, member B	179565	1	1	1	0	0	1	0	0	0	0	0.760	0.763	NaN	NaN	NaN	0.760	1.000
8524	RAI1	retinoic acid induced 1	2734816	8	8	8	6	0	2	3	0	3	0	1.000	0.971	0.601	0.200	0.393	0.760	1.000
8525	ALK	anaplastic lymphoma receptor tyrosine kinase	2541114	38	33	38	24	7	18	4	1	7	1	1.000	0.987	0.223	0.977	0.393	0.760	1.000
8526	DCN	decorin	603756	5	5	5	1	1	1	2	1	0	0	0.393	0.578	0.842	0.634	1.000	0.760	1.000
8527	CD1D	CD1d molecule	527187	10	10	9	7	2	3	1	2	2	0	0.886	0.959	0.479	0.268	0.444	0.760	1.000
